fc(mm),beta(-),lp(-),alpha(-),kf(1/d),ks(1/d),perc(mm/d),cflux(mm/d),NSET(-),RVEET(pc)
253.426880 1.088576 0.807375 1.837576 0.079505 0.023418 0.486228 0.491995 -0.141808 -59.636570
234.645233 1.050487 0.866937 1.484368 0.031988 0.044280 0.224343 0.894982 0.216317 -80.947166
383.699585 1.092675 0.626101 1.725537 0.050203 0.024138 0.686140 0.964980 -nan -nan
194.284653 1.079279 0.842767 0.912780 0.015159 0.010470 1.027991 0.528994 -nan -nan
228.251465 1.073580 0.519926 1.288775 0.052678 0.028614 0.808087 0.415998 -nan -nan
182.695984 1.030092 0.752129 0.806438 0.032780 0.020221 0.919038 0.598992 -nan -nan
348.533936 1.056685 0.571718 1.264089 0.096136 0.040164 0.426254 0.259003 -nan -nan
120.356880 1.074780 0.616605 1.812889 0.079604 0.037886 0.799091 0.043010 -nan -nan
370.912079 1.023394 0.732276 1.288775 0.052876 0.012308 0.714128 0.168006 -nan -nan
449.235565 1.045788 0.890243 1.309664 0.029612 0.029333 0.707131 0.477996 -nan -nan
235.444458 1.057985 0.324840 0.139901 0.097027 0.044480 0.912041 0.378999 -nan -nan
217.861633 1.001701 0.435331 0.546280 0.014565 0.037646 0.253330 0.942981 -nan -nan
213.465912 1.007199 0.480218 1.676164 0.007240 0.023898 1.049981 0.030010 -nan -nan
175.902618 1.055885 0.573445 0.119013 0.002587 0.018982 0.209349 0.538994 -nan -nan
161.916275 1.097674 0.403392 1.214715 0.093265 0.025297 0.121388 0.266002 -nan -nan
456.028931 1.097574 0.308439 1.148252 0.093166 0.013507 0.877057 0.099008 -nan -nan
440.444153 1.036391 0.818597 0.599451 0.049609 0.016904 0.137381 0.536994 -nan -nan
205.873337 1.073480 0.609700 0.660218 0.087821 0.022539 0.933032 0.198005 -nan -nan
173.504959 1.037690 0.557044 0.996334 0.057727 0.048277 0.162370 0.125007 -nan -nan
327.754272 1.023194 0.973111 1.448288 0.037928 0.011229 0.533207 0.662990 -nan -nan
381.701569 1.091075 0.617469 1.674265 0.040898 0.042641 0.992006 0.820985 -nan -nan
236.243668 1.092475 0.778026 0.426645 0.010011 0.013587 0.627166 0.565993 -nan -nan
338.543701 1.032992 0.367137 0.658319 0.002290 0.040284 0.619170 0.859984 -nan -nan
317.364410 1.058085 0.242835 1.558428 0.019515 0.035568 0.743115 0.437997 -nan -nan
174.304169 1.089676 0.222981 0.284223 0.041393 0.023178 0.449244 0.313001 -nan -nan
433.650818 1.086877 0.651134 1.647680 0.098413 0.037846 0.424255 0.381999 -nan -nan
299.781586 1.097674 0.598478 0.126609 0.046936 0.040763 0.446245 0.107008 -nan -nan
316.165588 1.072081 0.849672 1.993291 0.021297 0.015106 0.978012 0.727988 -nan -nan
459.625427 1.042189 0.554454 1.533742 0.066438 0.013627 0.880055 0.071009 -nan -nan
379.703491 1.070481 0.136660 1.167241 0.046243 0.043281 0.448245 0.460996 -nan -nan
470.015289 1.015697 0.771120 1.243200 0.049708 0.031931 0.396267 0.985979 -nan -nan
483.202393 1.001701 0.832408 0.812135 0.090197 0.030452 0.774102 0.977980 -nan -nan
240.639374 1.017996 0.412888 0.664016 0.090098 0.037526 0.961020 0.995979 -nan -nan
205.873337 1.057885 0.790974 1.719840 0.094453 0.035368 0.869060 0.710988 -nan -nan
379.703491 1.064083 0.196222 1.013425 0.020307 0.013627 0.989008 0.853984 -nan -nan
340.541748 1.025094 0.260962 0.878599 0.065448 0.021660 0.688139 0.434997 -nan -nan
443.241425 1.085177 0.575171 0.643127 0.070101 0.042202 0.613172 0.344000 -nan -nan
422.861328 1.065683 0.248014 1.829980 0.030107 0.035208 0.844071 0.057009 -nan -nan
205.473724 1.031792 0.481081 0.679207 0.097027 0.038045 0.877057 0.111007 -nan -nan
114.362740 1.063783 0.156514 0.348787 0.075446 0.019702 0.809086 0.544994 -nan -nan
478.407074 1.053886 0.813417 1.205221 0.085148 0.020900 0.143378 0.985979 -nan -nan
495.190674 1.017696 0.918729 1.178635 0.095443 0.030332 0.469235 0.697989 -nan -nan
359.723022 1.045788 0.713285 0.443736 0.015456 0.027135 0.820082 0.174005 -nan -nan
174.703796 1.010898 0.185863 0.736176 0.005557 0.011229 0.595180 0.701989 -nan -nan
470.814484 1.025194 0.614016 1.754022 0.044560 0.032291 0.684141 0.048009 -nan -nan
167.111206 1.053386 0.685662 1.636286 0.005557 0.035208 0.209349 0.668990 -nan -nan
364.118744 1.027093 0.818597 0.645026 0.088019 0.041203 0.787096 0.585992 -nan -nan
332.949188 1.095274 0.182410 1.622993 0.084851 0.036087 0.754111 0.355000 -nan -nan
244.635468 1.029493 0.343831 1.558428 0.054460 0.041882 0.241335 0.374999 -nan -nan
386.097260 1.087776 0.772847 1.292573 0.039611 0.043401 0.982011 0.308001 -nan -nan
149.528381 1.078379 0.198811 1.106475 0.097522 0.041163 0.194356 0.483995 -nan -nan
446.837891 1.046688 0.931677 1.269786 0.076733 0.044600 0.724124 0.405998 -nan -nan
125.951416 1.012997 0.155651 1.533742 0.011694 0.024417 0.251331 0.525994 -nan -nan
327.354675 1.061584 0.970522 0.762762 0.030305 0.010869 0.448245 0.904982 -nan -nan
240.639374 1.034691 0.915276 0.795044 0.074556 0.023059 0.150375 0.957980 -nan -nan
150.727203 1.051886 0.150471 1.560327 0.079109 0.017384 0.810086 0.249003 -nan -nan
399.683990 1.039990 0.943762 0.172184 0.079901 0.023618 0.434251 0.046010 -nan -nan
