1.172239 0.710000 
-4.896507 0.740000 
-nan 0.780000 
-nan 0.750000 
-nan 0.680000 
-nan 0.710000 
-nan 0.710000 
-nan 0.430000 
-nan 0.500000 
-nan 0.470000 
-nan 0.490000 
-nan 0.500000 
-nan 0.500000 
-nan 0.500000 
-nan 0.490000 
-nan 0.490000 
-nan 0.470000 
-nan 0.460000 
-nan 0.480000 
-nan 0.460000 
-nan 0.500000 
-nan 0.430000 
-nan 0.510000 
-nan 0.560000 
-nan 0.560000 
-nan 0.470000 
-nan 0.490000 
-nan 0.520000 
-nan 0.450000 
-nan 0.480000 
-nan 0.450000 
-nan 0.260000 
-nan 0.260000 
-nan 0.230000 
-nan 0.230000 
-nan 0.230000 
-nan 0.270000 
-nan 0.190000 
-nan 0.230000 
-nan 0.200000 
-nan 0.210000 
-nan 0.220000 
-nan 0.200000 
-nan 0.220000 
-nan 0.250000 
-nan 0.270000 
-nan 0.290000 
-nan 0.310000 
-nan 0.340000 
-nan 0.240000 
-nan 0.140000 
-nan 0.190000 
-nan 0.240000 
-nan 0.290000 
-nan 0.340000 
-nan 0.390000 
-nan 0.250000 
-nan 0.230000 
-nan 0.230000 
-nan 0.230000 
-nan 0.210000 
-nan 0.220000 
-nan 0.230000 
-nan 0.230000 
-nan 0.240000 
-nan 0.080000 
-nan 0.120000 
-nan 0.120000 
-nan 0.120000 
-nan 0.110000 
-nan 0.110000 
-nan 0.110000 
-nan 0.100000 
-nan 0.100000 
-nan 0.110000 
-nan 0.110000 
-nan 0.100000 
-nan 0.100000 
-nan 0.100000 
-nan 0.100000 
-nan 0.100000 
-nan 0.090000 
-nan 0.090000 
-nan 0.100000 
-nan 0.110000 
-nan 0.100000 
-nan 0.100000 
-nan 0.100000 
-nan 0.100000 
-nan 0.110000 
-nan 0.110000 
-nan 0.100000 
-nan 0.110000 
-nan 0.110000 
-nan 0.100000 
-nan 0.110000 
-nan 0.120000 
-nan 0.050000 
-nan 0.110000 
-nan 0.130000 
-nan 0.140000 
-nan 0.110000 
-nan 0.150000 
-nan 0.170000 
-nan 0.120000 
-nan 0.120000 
-nan 0.170000 
-nan 0.130000 
-nan 0.120000 
-nan 0.130000 
-nan 0.130000 
-nan 0.150000 
-nan 0.110000 
-nan 0.200000 
-nan 0.200000 
0.106383 0.180000 
0.098926 0.170000 
0.131089 0.160000 
0.125553 0.160000 
0.157225 0.140000 
0.099369 0.140000 
0.072183 0.100000 
0.094966 0.110000 
0.119386 0.150000 
0.481559 0.140000 
0.516296 0.140000 
0.503810 0.150000 
0.347083 0.140000 
0.258999 0.130000 
0.777122 0.100000 
0.472445 0.130000 
0.682798 0.380000 
0.830910 0.310000 
1.115141 0.300000 
0.602573 0.200000 
0.499022 0.260000 
0.661650 0.310000 
0.553861 0.310000 
0.470800 0.290000 
0.643000 0.230000 
0.903946 0.210000 
0.515587 0.180000 
0.426565 0.190000 
0.238967 0.200000 
0.294929 0.200000 
0.227750 0.230000 
0.567988 0.210000 
0.281044 0.200000 
0.348646 0.200000 
0.284122 0.230000 
0.311233 0.200000 
0.300970 0.200000 
0.239753 0.170000 
0.244055 0.150000 
0.519578 0.180000 
0.401755 0.200000 
0.297901 0.160000 
0.260037 0.200000 
0.401823 0.330000 
0.598922 0.180000 
0.959167 0.220000 
0.685244 0.250000 
0.844650 0.230000 
0.585527 0.220000 
0.550077 0.230000 
0.254607 0.250000 
0.182088 0.260000 
0.208724 0.290000 
0.255480 0.240000 
0.462293 0.210000 
0.319853 0.210000 
