7.19,8.65,9.3,2.7,7.22,21.81,9.56,7
0,0,0.2,0,0,1.28,0,0
0,0.5,0.3,1,0.67,0.06,0.03,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.89,1.5,0.1,2,0.7,0.18,0.09,0.1
0.69,0,2.2,0,0.29,1.33,0.115,0
0,0,0,0,0.07,0.38,0.155,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.02,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.13,0.25,5,0.5,0.19,0,0,0
0.02,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2.47,2.7,3,2.1,1.06,0.71,0.035,0
0.51,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.91,1.7,1.7,1.4,1.66,0.1,0.325,0
8.49,5.05,3,2,4.31,9.7,2.88,2.7
36.31,30.5,53.9,35,32.19,25.88,6.6,4.9
2.87,0,0.4,0,0.73,4.17,1.74,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0.06,0,0.02,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.06,0.4,0.7,0.8,0.87,0.51,0.47,0
2.6,5.35,5.6,7.2,6.74,2.54,2.475,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.08,0,0,0,0.2,0.08,0.125,0
0.15,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0
1.25,0,0,0,0.72,2.4,0.14,0
0.25,0.05,0,0.1,0.57,1.1,0.01,0
2.76,1.55,8,2.1,0.86,0.2,0.18,0
0.25,0,7,0,1.06,0.09,0,0
9.63,9.7,14,11,6.14,6.44,1.235,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.06,0.005,1
0.03,0,0.6,0,0,0.02,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.85,0,0.02,0
0,0.4,0,0.8,0.17,0.04,0.05,0
0.58,1.8,2.3,2,0.34,0,0,0
0.93,0.75,0,0.5,0.21,0.81,0.01,0
1.09,0.8,1,0.2,1.11,0.28,0.29,0
0.51,0.05,0.6,0.1,1.21,2.49,1.545,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2.01,0.3,0.4,0,1.08,0.71,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.01,0.04,0.03,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.07,0.1,0,0,0.03,0,0.01,0
0.51,1.1,4.4,0.8,0.66,0,0.105,0
0.22,0.3,0.9,0,0,0.02,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1.85,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.11,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.15,2.2,0.3,0.8,0.89,0.695,0
15.06,12.7,6,12,12.51,18.17,7.54,0
4.77,16,3,26,6.92,1.37,1.285,0
22.98,12,0.3,13,16.37,21.87,11.785,7.1
0,0,0,0,0,1.1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.05,0.2,0.1,0.04,0,0.01,0
0,0.55,8.4,1.1,0.69,0,0.065,0
1.29,5,0,7,1.15,0.51,0.355,0
0.53,0.1,0,0,0.13,0.14,0,0
0,0,0,0,0,0,0,0
0,0.2,0,0.4,0.05,0,0,0.1
2.75,5.05,1.1,3.1,0.46,0.67,0.08,0
1.88,1.3,0,0.6,1.29,1.07,0.445,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8.73,6.1,0,6.2,4.51,2.64,0.45,1
3.78,1.65,0,0,0.76,0.64,0,0.1
0.14,0,0,0,0.07,0.05,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.11,0,0
0,0,0,0,0,0.13,0,0
0.06,0,0,0,0.09,0.02,0.02,1.6
0.51,5.15,0.8,9.3,8.73,6.08,6.055,3
3.62,4.9,1.2,3.6,12.42,12.37,8.86,11
8.33,5.6,0.7,1,0.76,3.71,0.21,0
1.18,0,0,0,0.54,0.35,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.33,0.15,8,0.1,0.18,0.55,0.02,0
0.04,0.05,0.8,0,0.11,0,0,0
0.06,0,0,0,0.04,0.02,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.35,0.12,0.18,0
25.09,26.75,15.8,23,24.58,26.74,14.06,3
43.29,22.05,0.5,10.1,21.77,37.34,11.18,21
0.03,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.83,0.1,0,0,0,1.11,0.06,0
1.34,0,0,0,0.27,0.35,0,0
0,0,0,0,0,0,0,0
2.79,6.75,6.1,9,2.74,3.61,2.925,4
11.7,13.6,15.2,13,8.08,16.15,6.675,20
16.21,9.3,2.5,9.6,10.51,25.33,6.73,73
14.52,10.95,2.7,7.9,4.46,14.11,3.725,23
1.51,1.65,2,0.3,0.49,0.99,0.9,0
0.08,0,0,0,0,0,0,0
7.95,9.5,5.9,8,2.02,23.77,12.805,22
3.61,2.2,2,4.1,1.41,2.64,0.835,1
0,0.25,0.8,0.5,0.03,0.04,0,0.4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.3,0,0,0,0,0
0.53,0.65,2,0.4,1.74,4.39,3.615,3.8
2.32,3.3,17,5.6,2.44,5.21,1.835,9
0.11,0.4,1.5,0.5,0.19,0.04,0.105,0
0.07,1.6,5.1,3,0.84,2.13,1.985,2.4
5.72,13.15,24,16,4.27,7.52,3.94,1
0,0,0.1,0,0.01,0,0.02,0
2.75,1.1,0.9,0.6,0.28,0.51,0.03,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.15,2,0.3,2.73,4.93,5.405,1
2.62,3.4,10,4.4,3.09,16.07,10.945,11
0,0,0,0,0,0.02,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.04,0.19,0.285,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.52,3.6,11,6,0.42,0,0,0
4.43,7.5,9,7,2.21,0,3.125,4
0.18,0,0,0,0.01,0,0,0
0,0,0.1,0,0,0,0,0
0,0,0,0,0,0,0,0
2.69,8.5,6,13,5.03,0,3.95,1.2
8.58,5,1,2,1.25,0,1.495,0.5
0.04,0.05,0.6,0,0.95,0,0.535,0
1.3,4.2,12,5,12.63,0,12.045,23
1.36,0.35,0,0.5,0.93,0,1.385,0.2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0.9,0,0.41,0,0,0
1.12,0.9,3.2,0.4,0.61,0,1.925,0
0.4,0,0,0,0.09,1,0.02,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.45,1.3,1.3,1.6,2.26,0,2.075,1
5.24,6.65,24,9.2,3.49,0,1.185,20
0.12,0.55,0,1,2.61,0,6.64,0.6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.16,3,9,3,2.66,1.64,2.575,0.4
3.08,1.75,7.8,0.4,1.01,9.38,1.36,11.2
0,0,2.2,0,0,0,0,0
0,0,0,0,0,0,0,0
12.74,14.2,12,14,5.01,25.34,5.405,6.1
3.41,0,0,0,0.16,0.38,0.065,0
0,0,0,0,0,0.03,0,0
1.14,1.1,1.9,1.5,0.54,0.56,0.12,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.04,0.05,0.1,0,0.01,0,0.01,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,0,0,0.05,0.35,0.125,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.46,3,7,2,8.42,4.16,3.475,0.9
2.16,12.1,25.4,21.1,11.97,6.51,2.4,10.3
14.27,10.5,0.8,7,4.84,19.78,3.555,5.7
0.51,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1.6,0.62,0.845,2
3.06,7.85,7.2,8.7,8.86,22.35,9.975,2
2.44,3.95,3,2.3,0.63,2.22,0.645,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,4,0,0
1.6,7.7,9,11.4,10.22,6.83,3.89,1
19.46,21.05,26.3,26,27.46,27.32,17.92,4.5
1.19,0.9,0,1.1,2.22,5.12,1.575,0
0,0,0,0,0,0,0.055,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,2,4.6,4,3.73,1,0.75,0
5.04,11.3,10.4,13,8.49,10,3.805,0
5.23,1.55,18,3,4.64,7,0.97,0.1
10.63,10.5,0.5,13,6.13,8.61,4.235,1
0,0,0,0,0,2,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0
0.51,0,0,0,0,0.04,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.03,0.5,0.2,0.9,0,0.32,0
0.33,0.05,0.3,0.2,0.05,0.13,0,0
0.2,0.08,0.4,0.4,0.32,0.78,0.62,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.055,0
0.03,0.13,0.2,1,0.13,0.93,0.055,0
0,0,0,0,0.23,0,0.075,0
3.18,1.01,6.7,5.9,2.02,1.44,0.215,0.1
12.47,2.13,0,5,9.14,16.82,10.015,2
18.4,1.38,0,0,7.23,16.15,7.365,4
5.55,0.25,2,0,2.33,7.27,3.715,0
0.03,0.25,0,2,0.26,0,0,0
0,0,0,0,0,0.02,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.2,0,0.12,0,0.045,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.76,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4.24,0.63,0,0,0.9,0.59,0,0
1.69,0,0,0,0.85,4.34,1.67,0
4.49,0,0,0,2.7,1.85,0,0
0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.52,0,1,0,0.04,0.02,0,0
