0.308206 0.170000 
0.399621 0.160000 
0.322746 0.180000 
0.339315 0.150000 
0.309287 0.070000 
0.268779 0.070000 
0.499993 0.070000 
0.463481 0.060000 
0.425057 0.060000 
0.464834 0.070000 
0.465625 0.060000 
0.378037 0.060000 
0.391710 0.060000 
0.407555 0.060000 
0.319254 0.060000 
0.401106 0.050000 
0.327735 0.050000 
0.341403 0.050000 
0.336656 0.060000 
0.418724 0.040000 
0.494474 0.050000 
0.448444 0.050000 
0.386827 0.050000 
0.337830 0.050000 
0.277779 0.040000 
0.280415 0.050000 
0.243762 0.050000 
0.409612 0.060000 
0.399758 0.060000 
0.301716 0.070000 
0.215179 0.070000 
0.248202 0.050000 
0.221959 0.030000 
0.263786 0.040000 
0.229563 0.050000 
0.240584 0.060000 
0.276487 0.070000 
0.199391 0.080000 
0.199664 0.050000 
0.215630 0.050000 
0.227110 0.050000 
0.206641 0.050000 
0.260583 0.050000 
0.300902 0.050000 
0.198279 0.050000 
0.201922 0.050000 
0.141867 0.050000 
0.151031 0.050000 
0.161601 0.050000 
0.154921 0.050000 
0.158690 0.050000 
0.202558 0.050000 
0.178195 0.050000 
0.146383 0.050000 
0.140675 0.040000 
0.132327 0.050000 
0.121685 0.050000 
0.136156 0.050000 
0.128932 0.050000 
0.114016 0.040000 
0.137218 0.040000 
0.093771 0.040000 
0.112526 0.040000 
0.114383 0.040000 
0.099627 0.040000 
0.121488 0.040000 
0.120945 0.050000 
0.124737 0.040000 
0.105778 0.050000 
0.114173 0.040000 
0.105320 0.040000 
0.089089 0.050000 
0.073069 0.050000 
0.057529 0.050000 
0.094767 0.050000 
0.063986 0.050000 
0.070542 0.050000 
0.065055 0.050000 
0.093402 0.050000 
0.086192 0.050000 
0.063293 0.050000 
0.071212 0.050000 
0.038301 0.060000 
0.065465 0.050000 
0.067957 0.070000 
0.066827 0.070000 
0.070950 0.080000 
0.082297 0.110000 
0.048454 0.070000 
0.044648 0.060000 
0.053664 0.100000 
0.043320 0.060000 
0.046706 0.060000 
0.053161 0.070000 
0.054818 0.080000 
0.051605 0.090000 
0.052021 0.080000 
0.034969 0.080000 
0.043514 0.070000 
0.024598 0.070000 
0.033950 0.070000 
0.044515 0.060000 
0.037973 0.060000 
0.039974 0.040000 
0.036477 0.050000 
0.040420 0.060000 
0.026730 0.060000 
0.035456 0.060000 
0.030223 0.070000 
0.021314 0.060000 
0.040340 0.220000 
0.017804 0.160000 
0.032154 0.210000 
0.033034 0.190000 
