10.300000 175.679626 0.000000 
10.800000 124.677078 0.000000 
10.800000 96.129723 0.000000 
10.800000 73.232880 0.000000 
10.800000 54.740498 0.000000 
11.500000 39.752007 0.000000 
11.500000 27.593596 0.000000 
10.800000 17.815487 0.000000 
10.800000 10.104684 0.000000 
10.800000 4.313590 0.000000 
10.300000 0.591793 0.000000 
9.800000 0.000000 0.000000 
10.300000 0.000000 0.000000 
9.800000 0.000000 0.000000 
10.300000 0.000000 0.000000 
9.800000 0.000000 0.000000 
9.800000 0.000000 0.000000 
9.400000 0.000000 0.000000 
9.400000 0.000000 0.000000 
9.800000 0.000000 0.000000 
9.400000 0.000000 0.000000 
9.400000 0.000000 0.000000 
9.000000 0.000000 0.120000 
9.000000 0.009147 0.670000 
9.000000 0.058508 0.000000 
9.000000 0.057975 0.000000 
9.000000 0.057448 0.000000 
8.600000 0.056925 0.000000 
8.600000 0.056407 0.020000 
9.000000 0.057117 0.000000 
9.000000 0.056597 0.000000 
9.000000 0.056082 0.000000 
9.000000 0.055571 0.000000 
9.000000 0.055066 0.000000 
9.000000 0.054565 0.000000 
9.000000 0.054068 0.000000 
9.000000 0.053576 0.000000 
9.000000 0.053089 0.000000 
9.000000 0.052605 0.000000 
9.000000 0.052127 0.000000 
9.000000 0.051652 0.000000 
8.600000 0.051182 0.000000 
8.600000 0.050717 0.000000 
8.600000 0.050255 0.000000 
8.200000 0.049798 0.000000 
8.200000 0.049345 0.000000 
8.200000 0.048896 0.000000 
8.200000 0.048451 0.000000 
7.800000 0.048010 0.000000 
7.800000 0.047573 0.000000 
7.800000 0.047140 0.000000 
7.800000 0.046711 0.000000 
7.800000 0.046286 0.000000 
7.800000 0.045865 0.000000 
7.800000 0.045447 0.000000 
7.800000 0.045034 0.000000 
7.400000 0.044624 0.000000 
7.400000 0.044218 0.000000 
6.900000 0.043815 0.000000 
6.900000 0.043417 0.000000 
6.900000 0.043022 0.000000 
6.900000 0.042630 0.000000 
6.900000 0.042242 0.000000 
6.900000 0.041858 0.000000 
6.900000 0.041477 0.000000 
6.900000 0.041099 0.000000 
6.900000 0.040725 0.000000 
6.900000 0.040355 0.000000 
6.900000 0.039988 0.000000 
6.900000 0.039624 0.000000 
6.900000 0.039263 0.000000 
6.900000 0.038906 0.000000 
6.900000 0.038552 8.000000 
6.900000 0.108290 7.200000 
6.500000 0.730106 11.000000 
14.000000 1.961039 1.100000 
14.000000 1.962192 5.000000 
14.000000 2.632227 3.000000 
14.000000 3.044337 2.000000 
14.000000 3.313249 1.000000 
14.000000 3.430972 1.000000 
14.000000 3.545888 1.000000 
14.000000 3.657957 0.000000 
31.100000 3.624670 0.000000 
15.900000 3.591685 0.000000 
16.500000 3.559000 0.000000 
18.400000 3.526613 0.000000 
19.000000 3.494521 0.000000 
19.799999 3.462721 0.000000 
19.400000 3.431210 0.000000 
19.400000 3.399986 0.000000 
19.799999 3.369046 0.000000 
19.400000 3.338388 3.000000 
19.400000 3.627928 2.000000 
19.000000 3.822167 7.000000 
27.750000 4.601090 3.000000 
28.500000 4.956864 1.000000 
27.750000 5.024748 0.000000 
27.750000 0.698697 0.000000 
27.750000 0.692339 0.000000 
17.900000 0.686039 0.000000 
17.700001 0.679796 0.000000 
17.700001 0.673610 0.000000 
17.299999 0.667480 0.000000 
17.299999 0.661406 0.000000 
17.299999 0.655387 0.000000 
17.500000 0.649423 0.000000 
17.700001 0.643513 0.000000 
17.700001 0.637657 0.000000 
17.299999 0.631854 0.000000 
17.299999 0.626104 0.000000 
15.000000 0.620407 0.700000 
12.400000 0.683812 0.350000 
12.300000 0.712271 0.000000 
12.100000 0.705789 0.000000 
12.100000 0.024039 0.000000 
12.100000 1.128160 0.000000 
11.900000 2.222233 0.000000 
12.100000 3.306350 0.000000 
12.100000 4.380601 0.000000 
12.100000 5.024748 0.000000 
12.100000 0.021822 1.700000 
12.300000 1.125962 0.890000 
17.400000 2.220056 8.540000 
39.000000 3.304193 7.520000 
20.799999 4.378464 0.000000 
14.500000 5.024748 0.000000 
14.000000 0.029053 0.000000 
13.100000 1.133128 5.320000 
19.000000 2.227156 0.110000 
18.100000 3.311228 0.000000 
16.500000 4.385435 0.000000 
16.100000 5.024748 0.000000 
15.800000 0.035162 0.000000 
15.800000 1.139181 0.030000 
22.600000 2.233154 4.790000 
18.299999 3.317171 0.000000 
17.500000 4.391325 0.000000 
16.700001 5.024748 0.530000 
15.800000 0.044226 0.000000 
15.800000 1.148163 0.000000 
15.400000 2.242054 0.000000 
15.400000 3.325991 0.000000 
15.000000 4.400063 0.000000 
14.700000 5.024748 0.000000 
14.500000 0.040147 0.000000 
14.900000 1.144121 0.000000 
15.000000 2.238049 4.160000 
15.800000 3.322022 2.920000 
16.500000 4.396131 0.000000 
17.500000 5.024748 0.000000 
16.900000 0.057986 0.000000 
15.900000 1.161797 0.020000 
18.200001 2.255564 6.630000 
17.299999 3.339378 0.000000 
15.800000 4.413329 0.000000 
14.400000 5.024748 0.000000 
13.700000 0.077756 0.000000 
13.300000 1.181388 0.000000 
13.300000 2.274977 0.000000 
13.700000 3.358614 2.590000 
25.600000 4.432390 1.280000 
25.000000 5.024748 0.670000 
24.400000 0.093850 0.010000 
25.400000 1.197336 4.330000 
28.500000 2.290779 1.650000 
30.200001 3.374272 0.940000 
25.400000 4.447906 0.000000 
22.900000 5.024748 0.090000 
19.600000 0.125385 0.000000 
18.100000 1.228583 0.190000 
17.900000 2.321742 0.450000 
19.100000 3.404954 0.120000 
21.799999 4.478308 5.530000 
43.299999 5.024748 1.390000 
32.400002 0.169494 0.000000 
24.400000 1.272291 0.000000 
21.799999 2.365052 0.050000 
21.500000 3.447870 0.910000 
20.700001 4.520833 0.000000 
19.900000 5.024748 0.000000 
18.600000 0.161718 0.000000 
17.600000 1.264586 0.000000 
17.100000 2.357417 0.000000 
19.700001 3.440304 0.000000 
19.100000 4.513337 0.000000 
19.100000 5.024748 0.000000 
19.100000 0.146801 0.470000 
